run;timestamp;sistema;query_id;carga;categoria;metrica;unidade;valor;tempo;num_tuplas;observacao
0;2026-07-02 20:16:23;sistema_giovana;69;Busca de produtos por cat_nome - 19;Lookup Simples;tuplas por milissegundos;tp/ms;0.3102568160729106;161.1568;50;cache quente
0;2026-07-02 20:16:23;sistema_giovana;70;Busca de produtos por cat_nome - 20;Lookup Simples;tuplas por milissegundos;tp/ms;42.398814601067656;295.4800;12528;cache quente
0;2026-07-02 20:16:23;sistema_giovana;21;Busca de produto por ASIN - 8;Lookup Simples;tuplas por milissegundos;tp/ms;0.0;0.7089;0;cache quente
0;2026-07-02 20:16:23;sistema_giovana;22;Busca de reviews por ASIN - 6;Lookup Simples;tuplas por milissegundos;tp/ms;0.0;30.9716;0;cache quente
0;2026-07-02 20:16:23;sistema_giovana;23;Busca de produto por ASIN - 9;Lookup Simples;tuplas por milissegundos;tp/ms;0.0;0.2215;0;cache quente
0;2026-07-02 20:16:23;sistema_giovana;24;Busca de categorias por ASIN - 3;Lookup Simples;tuplas por milissegundos;tp/ms;0.0;0.1249;0;cache quente
0;2026-07-02 20:16:23;sistema_giovana;25;Busca de produto por ASIN - 10;Lookup Simples;tuplas por milissegundos;tp/ms;9.449384456469247;0.1058;1;cache quente
0;2026-07-02 20:16:24;sistema_giovana;71;Busca de produtos por cat_nome - 21;Lookup Simples;tuplas por milissegundos;tp/ms;31.41662024474187;398.7698;12528;cache quente
0;2026-07-02 20:16:24;sistema_giovana;72;Busca de produtos por cat_nome - 22;Lookup Simples;tuplas por milissegundos;tp/ms;2.635567156189568;73.2290;193;cache quente
0;2026-07-02 20:16:25;sistema_giovana;73;Busca de produtos por cat_nome - 23;Lookup Simples;tuplas por milissegundos;tp/ms;2336.161643706456;996.5274;2328049;cache quente
0;2026-07-02 20:16:25;sistema_giovana;74;Busca de produtos por cat_nome - 24;Lookup Simples;tuplas por milissegundos;tp/ms;0.410939959590385;109.5050;45;cache quente
0;2026-07-02 20:16:25;sistema_giovana;75;Busca de produtos por cat_nome - 25;Lookup Simples;tuplas por milissegundos;tp/ms;1.1252388482632611;38.2141;43;cache quente
0;2026-07-02 20:16:25;sistema_giovana;26;Busca de reviews por ASIN - 7;Lookup Simples;tuplas por milissegundos;tp/ms;0.0;26.7703;0;cache quente
0;2026-07-02 20:16:25;sistema_giovana;27;Busca de produto por ASIN - 11;Lookup Simples;tuplas por milissegundos;tp/ms;0.0;0.2311;0;cache quente
0;2026-07-02 20:16:25;sistema_giovana;28;Busca de produtos similares por ASIN - 3;Lookup Simples;tuplas por milissegundos;tp/ms;6.339827560912672;0.1577;1;cache quente
0;2026-07-02 20:16:25;sistema_giovana;29;Busca de reviews por ASIN - 8;Lookup Simples;tuplas por milissegundos;tp/ms;0.0;26.0025;0;cache quente
0;2026-07-02 20:16:25;sistema_giovana;30;Busca de categorias por ASIN - 4;Lookup Simples;tuplas por milissegundos;tp/ms;0.0;0.2641;0;cache quente
0;2026-07-02 20:16:25;sistema_giovana;76;Busca de produtos por cat_nome - 26;Lookup Simples;tuplas por milissegundos;tp/ms;3.808665124171966;232.1023;884;cache quente
0;2026-07-02 20:16:25;sistema_giovana;77;Busca de produtos por cat_nome - 27;Lookup Simples;tuplas por milissegundos;tp/ms;0.0;131.4730;0;cache quente
0;2026-07-02 20:16:25;sistema_giovana;78;Busca de produtos por cat_nome - 28;Lookup Simples;tuplas por milissegundos;tp/ms;0.0;152.6872;0;cache quente
0;2026-07-02 20:16:26;sistema_giovana;79;Busca de produtos por cat_nome - 29;Lookup Simples;tuplas por milissegundos;tp/ms;198.19248339320797;103.8082;20574;cache quente
0;2026-07-02 20:16:26;sistema_giovana;80;Busca de produtos por cat_nome - 30;Lookup Simples;tuplas por milissegundos;tp/ms;16.35610451237535;228.5385;3738;cache quente
0;2026-07-02 20:16:26;sistema_giovana;31;Busca de produto por ASIN - 12;Lookup Simples;tuplas por milissegundos;tp/ms;0.0;0.3850;0;cache quente
0;2026-07-02 20:16:26;sistema_giovana;32;Busca de reviews por ASIN - 9;Lookup Simples;tuplas por milissegundos;tp/ms;0.0;26.5767;0;cache quente
0;2026-07-02 20:16:26;sistema_giovana;33;Busca de produto por ASIN - 13;Lookup Simples;tuplas por milissegundos;tp/ms;0.0;0.2169;0;cache quente
0;2026-07-02 20:16:26;sistema_giovana;34;Busca de produtos similares por ASIN - 4;Lookup Simples;tuplas por milissegundos;tp/ms;0.0;0.1399;0;cache quente
0;2026-07-02 20:16:26;sistema_giovana;35;Busca de reviews por ASIN - 10;Lookup Simples;tuplas por milissegundos;tp/ms;0.0;26.1681;0;cache quente
0;2026-07-02 20:16:26;sistema_giovana;81;Busca de produtos por cat_nome - 31;Lookup Simples;tuplas por milissegundos;tp/ms;0.11984417764044598;83.4417;10;cache quente
0;2026-07-02 20:16:26;sistema_giovana;82;Busca de produtos por cat_nome - 32;Lookup Simples;tuplas por milissegundos;tp/ms;610.5072984646938;129.4399;79024;cache quente
0;2026-07-02 20:16:26;sistema_giovana;83;Busca de produtos por cat_nome - 33;Lookup Simples;tuplas por milissegundos;tp/ms;0.694653149162008;35.9892;25;cache quente
0;2026-07-02 20:16:26;sistema_giovana;84;Busca de produtos por cat_nome - 34;Lookup Simples;tuplas por milissegundos;tp/ms;0.0;132.3895;0;cache quente
0;2026-07-02 20:16:26;sistema_giovana;85;Busca de produtos por cat_nome - 35;Lookup Simples;tuplas por milissegundos;tp/ms;1.3456514567821627;155.3151;209;cache quente
0;2026-07-02 20:16:26;sistema_giovana;36;Busca de produto por ASIN - 14;Lookup Simples;tuplas por milissegundos;tp/ms;0.0;0.2525;0;cache quente
0;2026-07-02 20:16:26;sistema_giovana;37;Busca de categorias por ASIN - 5;Lookup Simples;tuplas por milissegundos;tp/ms;0.0;0.1655;0;cache quente
0;2026-07-02 20:16:26;sistema_giovana;38;Busca de produto por ASIN - 15;Lookup Simples;tuplas por milissegundos;tp/ms;0.0;0.1041;0;cache quente
0;2026-07-02 20:16:26;sistema_giovana;39;Busca de reviews por ASIN - 11;Lookup Simples;tuplas por milissegundos;tp/ms;0.0;26.2261;0;cache quente
0;2026-07-02 20:16:26;sistema_giovana;40;Busca de produto por ASIN - 16;Lookup Simples;tuplas por milissegundos;tp/ms;0.0;88.4976;0;cache quente
0;2026-07-02 20:16:27;sistema_giovana;86;Busca de produtos por cat_nome - 36;Lookup Simples;tuplas por milissegundos;tp/ms;2.4274389077483955;186.6164;453;cache quente
0;2026-07-02 20:16:27;sistema_giovana;87;Busca de produtos por cat_nome - 37;Lookup Simples;tuplas por milissegundos;tp/ms;7.809850513303718;47.1200;368;cache quente
0;2026-07-02 20:16:27;sistema_giovana;88;Busca de produtos por cat_nome - 38;Lookup Simples;tuplas por milissegundos;tp/ms;0.0;84.7207;0;cache quente
0;2026-07-02 20:16:27;sistema_giovana;89;Busca de produtos por cat_nome - 39;Lookup Simples;tuplas por milissegundos;tp/ms;209.8834706582994;98.0496;20579;cache quente
0;2026-07-02 20:16:27;sistema_giovana;90;Busca de produtos por cat_nome - 40;Lookup Simples;tuplas por milissegundos;tp/ms;138.43966439698065;222.0895;30746;cache quente
0;2026-07-02 20:16:27;sistema_giovana;41;Busca de produtos similares por ASIN - 5;Lookup Simples;tuplas por milissegundos;tp/ms;0.0;0.9930;0;cache quente
0;2026-07-02 20:16:27;sistema_giovana;42;Busca de categorias por ASIN - 6;Lookup Simples;tuplas por milissegundos;tp/ms;0.0;0.1392;0;cache quente
0;2026-07-02 20:16:27;sistema_giovana;43;Busca de reviews por ASIN - 12;Lookup Simples;tuplas por milissegundos;tp/ms;0.0;26.5463;0;cache quente
0;2026-07-02 20:16:27;sistema_giovana;44;Busca de produto por ASIN - 17;Lookup Simples;tuplas por milissegundos;tp/ms;0.0;26.8851;0;cache quente
0;2026-07-02 20:16:27;sistema_giovana;45;Busca de produto por ASIN - 18;Lookup Simples;tuplas por milissegundos;tp/ms;0.0;0.1969;0;cache quente
0;2026-07-02 20:16:27;sistema_giovana;91;Busca de produtos por cat_nome - 41;Lookup Simples;tuplas por milissegundos;tp/ms;625.3357814474939;126.3545;79014;cache quente
0;2026-07-02 20:16:28;sistema_giovana;92;Busca de produtos por cat_nome - 42;Lookup Simples;tuplas por milissegundos;tp/ms;68.0580387315121;283.1701;19272;cache quente
0;2026-07-02 20:16:28;sistema_giovana;93;Busca de produtos por cat_nome - 43;Lookup Simples;tuplas por milissegundos;tp/ms;0.8845282234178075;605.9728;536;cache quente
0;2026-07-02 20:16:28;sistema_giovana;94;Busca de produtos por cat_nome - 44;Lookup Simples;tuplas por milissegundos;tp/ms;0.0;153.0699;0;cache quente
0;2026-07-02 20:16:29;sistema_giovana;95;Busca de produtos por cat_nome - 45;Lookup Simples;tuplas por milissegundos;tp/ms;4.087817737630457;216.2523;884;cache quente
0;2026-07-02 20:16:29;sistema_giovana;46;Busca de reviews por ASIN - 13;Lookup Simples;tuplas por milissegundos;tp/ms;0.0;155.9249;0;cache quente
0;2026-07-02 20:16:29;sistema_giovana;47;Busca de produto por ASIN - 19;Lookup Simples;tuplas por milissegundos;tp/ms;0.0;0.1863;0;cache quente
0;2026-07-02 20:16:29;sistema_giovana;48;Busca de categorias por ASIN - 7;Lookup Simples;tuplas por milissegundos;tp/ms;0.0;0.1242;0;cache quente
0;2026-07-02 20:16:29;sistema_giovana;49;Busca de reviews por ASIN - 14;Lookup Simples;tuplas por milissegundos;tp/ms;0.0;25.0193;0;cache quente
0;2026-07-02 20:16:29;sistema_giovana;50;Busca de produto por ASIN - 20;Lookup Simples;tuplas por milissegundos;tp/ms;0.0;0.2107;0;cache quente
0;2026-07-02 20:16:29;sistema_giovana;96;Busca de produtos por cat_nome - 46;Lookup Simples;tuplas por milissegundos;tp/ms;3.1298552023034234;85.9465;269;cache quente
0;2026-07-02 20:16:29;sistema_giovana;97;Busca de produtos por cat_nome - 47;Lookup Simples;tuplas por milissegundos;tp/ms;10.672266505784346;77.3032;825;cache quente
0;2026-07-02 20:16:29;sistema_giovana;98;Busca de produtos por cat_nome - 48;Lookup Simples;tuplas por milissegundos;tp/ms;0.3875655634866661;38.7031;15;cache quente
0;2026-07-02 20:16:29;sistema_giovana;99;Busca de produtos por cat_nome - 49;Lookup Simples;tuplas por milissegundos;tp/ms;21.90569115543999;191.7766;4201;cache quente
0;2026-07-02 20:16:29;sistema_giovana;100;Busca de produtos por cat_nome - 50;Lookup Simples;tuplas por milissegundos;tp/ms;1.970989089214271;193.3040;381;cache quente
0;2026-07-02 20:16:36;sistema_giovana;1;Busca de produto por ASIN - 1;Lookup Simples;tuplas por milissegundos;tp/ms;0.0;0.4438;0;cache quente
0;2026-07-02 20:16:36;sistema_giovana;2;Busca de produto por ASIN - 2;Lookup Simples;tuplas por milissegundos;tp/ms;0.0;0.1476;0;cache quente
0;2026-07-02 20:16:36;sistema_giovana;3;Busca de reviews por ASIN - 1;Lookup Simples;tuplas por milissegundos;tp/ms;0.0;20.9989;0;cache quente
0;2026-07-02 20:16:36;sistema_giovana;4;Busca de produtos similares por ASIN - 1;Lookup Simples;tuplas por milissegundos;tp/ms;0.0;0.5832;0;cache quente
0;2026-07-02 20:16:36;sistema_giovana;5;Busca de categorias por ASIN - 1;Lookup Simples;tuplas por milissegundos;tp/ms;0.0;0.1277;0;cache quente
0;2026-07-02 20:16:36;sistema_giovana;51;Busca de produtos por cat_nome - 1;Lookup Simples;tuplas por milissegundos;tp/ms;201.57178781876516;102.0927;20579;cache quente
0;2026-07-02 20:16:36;sistema_giovana;52;Busca de produtos por cat_nome - 2;Lookup Simples;tuplas por milissegundos;tp/ms;204.8710345890133;100.4486;20579;cache quente
0;2026-07-02 20:16:36;sistema_giovana;53;Busca de produtos por cat_nome - 3;Lookup Simples;tuplas por milissegundos;tp/ms;0.013151072098980723;76.0394;1;cache quente
0;2026-07-02 20:16:36;sistema_giovana;54;Busca de produtos por cat_nome - 4;Lookup Simples;tuplas por milissegundos;tp/ms;7.917201905206425;2.5261;20;cache quente
0;2026-07-02 20:16:36;sistema_giovana;55;Busca de produtos por cat_nome - 5;Lookup Simples;tuplas por milissegundos;tp/ms;1.184771134023684;32.9178;39;cache quente
0;2026-07-02 20:16:36;sistema_giovana;6;Busca de reviews positivos por ASIN - 1;Lookup Simples;tuplas por milissegundos;tp/ms;0.0;26.8855;0;cache quente
0;2026-07-02 20:16:36;sistema_giovana;7;Busca de reviews úteis por ASIN - 1;Lookup Simples;tuplas por milissegundos;tp/ms;0.0;26.4341;0;cache quente
0;2026-07-02 20:16:36;sistema_giovana;8;Busca resumida por ASIN - 1;Lookup Simples;tuplas por milissegundos;tp/ms;0.0;0.2220;0;cache quente
0;2026-07-02 20:16:36;sistema_giovana;9;Busca de produto por ASIN - 3;Lookup Simples;tuplas por milissegundos;tp/ms;0.0;0.1214;0;cache quente
0;2026-07-02 20:16:36;sistema_giovana;10;Busca de produto por ASIN - 4;Lookup Simples;tuplas por milissegundos;tp/ms;0.0;0.1115;0;cache quente
0;2026-07-02 20:16:36;sistema_giovana;56;Busca de produtos por cat_nome - 6;Lookup Simples;tuplas por milissegundos;tp/ms;3.765201239656429;34.5267;130;cache quente
0;2026-07-02 20:16:36;sistema_giovana;57;Busca de produtos por cat_nome - 7;Lookup Simples;tuplas por milissegundos;tp/ms;204.96165770921078;100.4041;20579;cache quente
0;2026-07-02 20:16:37;sistema_giovana;58;Busca de produtos por cat_nome - 8;Lookup Simples;tuplas por milissegundos;tp/ms;1330.564746593425;362.5070;482339;cache quente
0;2026-07-02 20:16:37;sistema_giovana;59;Busca de produtos por cat_nome - 9;Lookup Simples;tuplas por milissegundos;tp/ms;4.7575908554723805;197.1586;938;cache quente
0;2026-07-02 20:16:37;sistema_giovana;60;Busca de produtos por cat_nome - 10;Lookup Simples;tuplas por milissegundos;tp/ms;140.4757616108216;219.2478;30799;cache quente
0;2026-07-02 20:17:23;sistema_giovana;1;Busca de produto por ASIN - 1;Lookup Simples;tuplas por milissegundos;tp/ms;0.0;1.2300;0;cache quente
0;2026-07-02 20:17:23;sistema_giovana;2;Busca de produto por ASIN - 2;Lookup Simples;tuplas por milissegundos;tp/ms;0.0;0.1650;0;cache quente
0;2026-07-02 20:17:23;sistema_giovana;3;Busca de reviews por ASIN - 1;Lookup Simples;tuplas por milissegundos;tp/ms;0.0;21.1697;0;cache quente
0;2026-07-02 20:17:23;sistema_giovana;4;Busca de produtos similares por ASIN - 1;Lookup Simples;tuplas por milissegundos;tp/ms;0.0;0.4998;0;cache quente
0;2026-07-02 20:17:23;sistema_giovana;5;Busca de categorias por ASIN - 1;Lookup Simples;tuplas por milissegundos;tp/ms;0.0;0.1606;0;cache quente
0;2026-07-02 20:17:23;sistema_giovana;51;Busca de produtos por cat_nome - 1;Lookup Simples;tuplas por milissegundos;tp/ms;200.06774052362826;102.8602;20579;cache quente
0;2026-07-02 20:17:23;sistema_giovana;52;Busca de produtos por cat_nome - 2;Lookup Simples;tuplas por milissegundos;tp/ms;204.61641845217136;100.5736;20579;cache quente
0;2026-07-02 20:17:24;sistema_giovana;53;Busca de produtos por cat_nome - 3;Lookup Simples;tuplas por milissegundos;tp/ms;0.012827429435421507;77.9579;1;cache quente
0;2026-07-02 20:17:24;sistema_giovana;54;Busca de produtos por cat_nome - 4;Lookup Simples;tuplas por milissegundos;tp/ms;9.203238799478846;2.1731;20;cache quente
0;2026-07-02 20:17:24;sistema_giovana;55;Busca de produtos por cat_nome - 5;Lookup Simples;tuplas por milissegundos;tp/ms;1.182342963009408;32.9854;39;cache quente
0;2026-07-02 20:17:24;sistema_giovana;6;Busca de reviews positivos por ASIN - 1;Lookup Simples;tuplas por milissegundos;tp/ms;0.0;27.0589;0;cache quente
0;2026-07-02 20:17:24;sistema_giovana;7;Busca de reviews úteis por ASIN - 1;Lookup Simples;tuplas por milissegundos;tp/ms;0.0;26.7454;0;cache quente
0;2026-07-02 20:17:24;sistema_giovana;8;Busca resumida por ASIN - 1;Lookup Simples;tuplas por milissegundos;tp/ms;0.0;0.2090;0;cache quente
0;2026-07-02 20:17:24;sistema_giovana;9;Busca de produto por ASIN - 3;Lookup Simples;tuplas por milissegundos;tp/ms;0.0;0.1177;0;cache quente
0;2026-07-02 20:17:24;sistema_giovana;10;Busca de produto por ASIN - 4;Lookup Simples;tuplas por milissegundos;tp/ms;0.0;0.1103;0;cache quente
0;2026-07-02 20:17:24;sistema_giovana;56;Busca de produtos por cat_nome - 6;Lookup Simples;tuplas por milissegundos;tp/ms;3.7865015477310475;34.3325;130;cache quente
0;2026-07-02 20:17:24;sistema_giovana;57;Busca de produtos por cat_nome - 7;Lookup Simples;tuplas por milissegundos;tp/ms;206.04923260039772;99.8742;20579;cache quente
0;2026-07-02 20:17:24;sistema_giovana;58;Busca de produtos por cat_nome - 8;Lookup Simples;tuplas por milissegundos;tp/ms;1319.314973165923;365.5981;482339;cache quente
0;2026-07-02 20:17:24;sistema_giovana;59;Busca de produtos por cat_nome - 9;Lookup Simples;tuplas por milissegundos;tp/ms;4.7309311886756005;198.2696;938;cache quente
0;2026-07-02 20:17:25;sistema_giovana;60;Busca de produtos por cat_nome - 10;Lookup Simples;tuplas por milissegundos;tp/ms;141.21166115546538;218.1052;30799;cache quente
0;2026-07-02 20:17:25;sistema_giovana;11;Busca de produto por ASIN - 5;Lookup Simples;tuplas por milissegundos;tp/ms;0.0;0.9358;0;cache quente
0;2026-07-02 20:17:25;sistema_giovana;12;Busca de reviews por ASIN - 2;Lookup Simples;tuplas por milissegundos;tp/ms;0.0;26.5563;0;cache quente
0;2026-07-02 20:17:25;sistema_giovana;13;Busca de reviews por ASIN - 3;Lookup Simples;tuplas por milissegundos;tp/ms;0.0;131.7413;0;cache quente
0;2026-07-02 20:17:25;sistema_giovana;14;Busca de produtos similares por ASIN - 2;Lookup Simples;tuplas por milissegundos;tp/ms;0.0;0.2704;0;cache quente
0;2026-07-02 20:17:25;sistema_giovana;15;Busca de categorias por ASIN - 2;Lookup Simples;tuplas por milissegundos;tp/ms;0.0;0.1243;0;cache quente
0;2026-07-02 20:17:25;sistema_giovana;61;Busca de produtos por cat_nome - 11;Lookup Simples;tuplas por milissegundos;tp/ms;1075.4481442722604;378.8476;407431;cache quente
0;2026-07-02 20:17:25;sistema_giovana;62;Busca de produtos por cat_nome - 12;Lookup Simples;tuplas por milissegundos;tp/ms;180.02330207483237;111.7411;20116;cache quente
0;2026-07-02 20:17:25;sistema_giovana;63;Busca de produtos por cat_nome - 13;Lookup Simples;tuplas por milissegundos;tp/ms;40.8750753142711;86.2628;3526;cache quente
0;2026-07-02 20:17:25;sistema_giovana;64;Busca de produtos por cat_nome - 14;Lookup Simples;tuplas por milissegundos;tp/ms;213.78025619758284;96.2390;20574;cache quente
0;2026-07-02 20:17:25;sistema_giovana;65;Busca de produtos por cat_nome - 15;Lookup Simples;tuplas por milissegundos;tp/ms;39.07755041866708;86.2388;3370;cache quente
0;2026-07-02 20:17:25;sistema_giovana;16;Busca resumida por ASIN - 2;Lookup Simples;tuplas por milissegundos;tp/ms;0.0;0.6998;0;cache quente
0;2026-07-02 20:17:25;sistema_giovana;17;Busca de produto por ASIN - 6;Lookup Simples;tuplas por milissegundos;tp/ms;0.0;0.1460;0;cache quente
0;2026-07-02 20:17:26;sistema_giovana;18;Busca de reviews por ASIN - 4;Lookup Simples;tuplas por milissegundos;tp/ms;0.0;27.8844;0;cache quente
0;2026-07-02 20:17:26;sistema_giovana;19;Busca de reviews por ASIN - 5;Lookup Simples;tuplas por milissegundos;tp/ms;0.0;26.0660;0;cache quente
0;2026-07-02 20:17:26;sistema_giovana;20;Busca de produto por ASIN - 7;Lookup Simples;tuplas por milissegundos;tp/ms;0.0;0.2053;0;cache quente
0;2026-07-02 20:17:26;sistema_giovana;66;Busca de produtos por cat_nome - 16;Lookup Simples;tuplas por milissegundos;tp/ms;737.7084179406708;107.1209;79024;cache quente
0;2026-07-02 20:17:26;sistema_giovana;67;Busca de produtos por cat_nome - 17;Lookup Simples;tuplas por milissegundos;tp/ms;0.9760995816920418;162.8932;159;cache quente
0;2026-07-02 20:17:26;sistema_giovana;68;Busca de produtos por cat_nome - 18;Lookup Simples;tuplas por milissegundos;tp/ms;0.0;142.7597;0;cache quente
0;2026-07-02 20:17:26;sistema_giovana;69;Busca de produtos por cat_nome - 19;Lookup Simples;tuplas por milissegundos;tp/ms;0.30839847187688;162.1279;50;cache quente
0;2026-07-02 20:17:26;sistema_giovana;70;Busca de produtos por cat_nome - 20;Lookup Simples;tuplas por milissegundos;tp/ms;42.517074764806075;294.6581;12528;cache quente
0;2026-07-02 20:17:26;sistema_giovana;21;Busca de produto por ASIN - 8;Lookup Simples;tuplas por milissegundos;tp/ms;0.0;0.5256;0;cache quente
0;2026-07-02 20:17:26;sistema_giovana;22;Busca de reviews por ASIN - 6;Lookup Simples;tuplas por milissegundos;tp/ms;0.0;30.9522;0;cache quente
0;2026-07-02 20:17:26;sistema_giovana;23;Busca de produto por ASIN - 9;Lookup Simples;tuplas por milissegundos;tp/ms;0.0;0.2495;0;cache quente
0;2026-07-02 20:17:26;sistema_giovana;24;Busca de categorias por ASIN - 3;Lookup Simples;tuplas por milissegundos;tp/ms;0.0;0.1389;0;cache quente
0;2026-07-02 20:17:26;sistema_giovana;25;Busca de produto por ASIN - 10;Lookup Simples;tuplas por milissegundos;tp/ms;8.99223951991125;0.1112;1;cache quente
0;2026-07-02 20:17:27;sistema_giovana;71;Busca de produtos por cat_nome - 21;Lookup Simples;tuplas por milissegundos;tp/ms;31.592786732242644;396.5462;12528;cache quente
0;2026-07-02 20:17:27;sistema_giovana;72;Busca de produtos por cat_nome - 22;Lookup Simples;tuplas por milissegundos;tp/ms;2.617074168877474;73.7465;193;cache quente
0;2026-07-02 20:17:28;sistema_giovana;73;Busca de produtos por cat_nome - 23;Lookup Simples;tuplas por milissegundos;tp/ms;2323.4807232246026;1001.9661;2328049;cache quente
0;2026-07-02 20:17:28;sistema_giovana;74;Busca de produtos por cat_nome - 24;Lookup Simples;tuplas por milissegundos;tp/ms;0.4192111658880261;107.3445;45;cache quente
0;2026-07-02 20:17:28;sistema_giovana;75;Busca de produtos por cat_nome - 25;Lookup Simples;tuplas por milissegundos;tp/ms;1.1389641407463167;37.7536;43;cache quente
0;2026-07-02 20:17:28;sistema_giovana;26;Busca de reviews por ASIN - 7;Lookup Simples;tuplas por milissegundos;tp/ms;0.0;25.5529;0;cache quente
0;2026-07-02 20:17:28;sistema_giovana;27;Busca de produto por ASIN - 11;Lookup Simples;tuplas por milissegundos;tp/ms;0.0;0.2494;0;cache quente
0;2026-07-02 20:17:28;sistema_giovana;28;Busca de produtos similares por ASIN - 3;Lookup Simples;tuplas por milissegundos;tp/ms;6.357158047118352;0.1573;1;cache quente
0;2026-07-02 20:17:28;sistema_giovana;29;Busca de reviews por ASIN - 8;Lookup Simples;tuplas por milissegundos;tp/ms;0.0;26.0319;0;cache quente
0;2026-07-02 20:17:28;sistema_giovana;30;Busca de categorias por ASIN - 4;Lookup Simples;tuplas por milissegundos;tp/ms;0.0;0.2228;0;cache quente
0;2026-07-02 20:17:28;sistema_giovana;76;Busca de produtos por cat_nome - 26;Lookup Simples;tuplas por milissegundos;tp/ms;3.80781548613375;232.1541;884;cache quente
0;2026-07-02 20:17:28;sistema_giovana;77;Busca de produtos por cat_nome - 27;Lookup Simples;tuplas por milissegundos;tp/ms;0.0;131.5558;0;cache quente
0;2026-07-02 20:17:29;sistema_giovana;78;Busca de produtos por cat_nome - 28;Lookup Simples;tuplas por milissegundos;tp/ms;0.0;152.7582;0;cache quente
0;2026-07-02 20:17:29;sistema_giovana;79;Busca de produtos por cat_nome - 29;Lookup Simples;tuplas por milissegundos;tp/ms;198.74157767959124;103.5214;20574;cache quente
0;2026-07-02 20:17:29;sistema_giovana;80;Busca de produtos por cat_nome - 30;Lookup Simples;tuplas por milissegundos;tp/ms;16.481155855328886;226.8045;3738;cache quente
0;2026-07-02 20:17:29;sistema_giovana;31;Busca de produto por ASIN - 12;Lookup Simples;tuplas por milissegundos;tp/ms;0.0;0.3436;0;cache quente
0;2026-07-02 20:17:29;sistema_giovana;32;Busca de reviews por ASIN - 9;Lookup Simples;tuplas por milissegundos;tp/ms;0.0;26.5423;0;cache quente
0;2026-07-02 20:17:29;sistema_giovana;33;Busca de produto por ASIN - 13;Lookup Simples;tuplas por milissegundos;tp/ms;0.0;0.2396;0;cache quente
0;2026-07-02 20:17:29;sistema_giovana;34;Busca de produtos similares por ASIN - 4;Lookup Simples;tuplas por milissegundos;tp/ms;0.0;0.1420;0;cache quente
0;2026-07-02 20:17:29;sistema_giovana;35;Busca de reviews por ASIN - 10;Lookup Simples;tuplas por milissegundos;tp/ms;0.0;25.5406;0;cache quente
0;2026-07-02 20:17:29;sistema_giovana;81;Busca de produtos por cat_nome - 31;Lookup Simples;tuplas por milissegundos;tp/ms;0.1184873684533309;84.3972;10;cache quente
0;2026-07-02 20:17:29;sistema_giovana;82;Busca de produtos por cat_nome - 32;Lookup Simples;tuplas por milissegundos;tp/ms;605.1204828955563;130.5922;79024;cache quente
0;2026-07-02 20:17:29;sistema_giovana;83;Busca de produtos por cat_nome - 33;Lookup Simples;tuplas por milissegundos;tp/ms;0.6987807672868234;35.7766;25;cache quente
0;2026-07-02 20:17:29;sistema_giovana;84;Busca de produtos por cat_nome - 34;Lookup Simples;tuplas por milissegundos;tp/ms;0.0;131.9199;0;cache quente
0;2026-07-02 20:17:30;sistema_giovana;85;Busca de produtos por cat_nome - 35;Lookup Simples;tuplas por milissegundos;tp/ms;1.3420850377408347;155.7278;209;cache quente
0;2026-07-02 20:17:30;sistema_giovana;36;Busca de produto por ASIN - 14;Lookup Simples;tuplas por milissegundos;tp/ms;0.0;0.3172;0;cache quente
0;2026-07-02 20:17:30;sistema_giovana;37;Busca de categorias por ASIN - 5;Lookup Simples;tuplas por milissegundos;tp/ms;0.0;0.1795;0;cache quente
0;2026-07-02 20:17:30;sistema_giovana;38;Busca de produto por ASIN - 15;Lookup Simples;tuplas por milissegundos;tp/ms;0.0;0.1487;0;cache quente
0;2026-07-02 20:17:30;sistema_giovana;39;Busca de reviews por ASIN - 11;Lookup Simples;tuplas por milissegundos;tp/ms;0.0;26.3234;0;cache quente
0;2026-07-02 20:17:30;sistema_giovana;40;Busca de produto por ASIN - 16;Lookup Simples;tuplas por milissegundos;tp/ms;0.0;89.0583;0;cache quente
0;2026-07-02 20:17:30;sistema_giovana;86;Busca de produtos por cat_nome - 36;Lookup Simples;tuplas por milissegundos;tp/ms;2.1115874592292436;214.5305;453;cache quente
0;2026-07-02 20:17:30;sistema_giovana;87;Busca de produtos por cat_nome - 37;Lookup Simples;tuplas por milissegundos;tp/ms;7.678305698855677;47.9272;368;cache quente
0;2026-07-02 20:17:30;sistema_giovana;88;Busca de produtos por cat_nome - 38;Lookup Simples;tuplas por milissegundos;tp/ms;0.0;85.8396;0;cache quente
0;2026-07-02 20:17:30;sistema_giovana;89;Busca de produtos por cat_nome - 39;Lookup Simples;tuplas por milissegundos;tp/ms;208.32180573636293;98.7847;20579;cache quente
0;2026-07-02 20:17:30;sistema_giovana;90;Busca de produtos por cat_nome - 40;Lookup Simples;tuplas por milissegundos;tp/ms;135.77632864840328;226.4460;30746;cache quente
0;2026-07-02 20:17:30;sistema_giovana;41;Busca de produtos similares por ASIN - 5;Lookup Simples;tuplas por milissegundos;tp/ms;0.0;1.1157;0;cache quente
0;2026-07-02 20:17:30;sistema_giovana;42;Busca de categorias por ASIN - 6;Lookup Simples;tuplas por milissegundos;tp/ms;0.0;0.1712;0;cache quente
